2.000000000000000042e-02 4.591250121593475342e-01 1.737162843346595764e-02
2.000000000000000042e-02 4.591250121593475342e-01 1.737162843346595764e-02
2.000000000000000042e-02 4.591250121593475342e-01 1.737162843346595764e-02
1.000000000000000056e-01 4.451200067996978760e-01 1.995697990059852600e-02
1.499999999999999944e-01 4.363669157028198242e-01 2.157280221581459045e-02
1.700000000000000122e-01 4.329939782619476318e-01 2.271858230233192444e-02
1.799999999999999933e-01 4.313136041164398193e-01 2.331504598259925842e-02
3.800000000000000044e-01 3.991377055644989014e-01 3.832897916436195374e-02
2.500000000000000000e-01 4.196116626262664795e-01 2.747764065861701965e-02
3.699999999999999956e-01 4.001879394054412842e-01 3.724185004830360413e-02
3.200000000000000067e-01 4.078644514083862305e-01 3.234737738966941833e-02
5.899999999999999689e-01 4.114118218421936035e-01 6.758827716112136841e-02
4.400000000000000022e-01 3.946447968482971191e-01 4.440103098750114441e-02
5.999999999999999778e-01 4.129363894462585449e-01 6.974430382251739502e-02
7.299999999999999822e-01 4.239863455295562744e-01 8.248335123062133789e-02
5.999999999999999778e-01 4.129363894462585449e-01 6.974430382251739502e-02
8.599999999999999867e-01 4.777581989765167236e-01 7.722245156764984131e-02
1.399999999999999911e+00 4.138111770153045654e-01 1.161091774702072144e-01
9.779999999999999805e-01 4.839210212230682373e-01 9.313426911830902100e-02
1.229999999999999982e+00 4.234164357185363770e-01 1.057529747486114502e-01
1.526000000000000023e+00 3.810879588127136230e-01 1.148072183132171631e-01
1.943999999999999950e+00 3.536070287227630615e-01 9.079667925834655762e-02
